1474153205	F3:0,780	F4:0,2417	AF3:0,3388	AF4:0,2614
1474153205	F3:0,776	F4:0,2144	AF3:0,3345	AF4:0,2495
1474153205	F3:0,773	F4:0,1956	AF3:0,3305	AF4:0,2405
1474153205	F3:0,774	F4:0,1828	AF3:0,3308	AF4:0,2400
1474153205	F3:0,777	F4:0,1813	AF3:0,3339	AF4:0,2462
1474153205	F3:0,780	F4:0,1909	AF3:0,3360	AF4:0,2521
1474153205	F3:0,784	F4:0,2171	AF3:0,3390	AF4:0,2619
1474153205	F3:0,786	F4:0,2244	AF3:0,3428	AF4:0,2704
1474153205	F3:0,784	F4:0,2208	AF3:0,3430	AF4:0,2698
1474153205	F3:0,791	F4:0,2408	AF3:0,3451	AF4:0,2765
1474153205	F3:0,796	F4:0,2441	AF3:0,3489	AF4:0,2852
1474153206	F3:0,797	F4:0,2478	AF3:0,3510	AF4:0,2885
1474153206	F3:0,803	F4:0,2541	AF3:0,3499	AF4:0,2867
1474153206	F3:0,800	F4:0,2464	AF3:0,3460	AF4:0,2779
1474153206	F3:0,789	F4:0,2491	AF3:0,3438	AF4:0,2729
1474153206	F3:0,788	F4:0,2426	AF3:0,3419	AF4:0,2683
1474153206	F3:0,790	F4:0,2356	AF3:0,3376	AF4:0,2590
1474153206	F3:0,780	F4:0,2310	AF3:0,3349	AF4:0,2531
1474153206	F3:0,771	F4:0,2019	AF3:0,3321	AF4:0,2437
1474153206	F3:0,778	F4:0,1859	AF3:0,3312	AF4:0,2403
1474153206	F3:0,780	F4:0,1824	AF3:0,3313	AF4:0,2415
1474153206	F3:0,776	F4:0,1888	AF3:0,3343	AF4:0,2488
1474153206	F3:0,779	F4:0,1961	AF3:0,3379	AF4:0,2572
1474153206	F3:0,782	F4:0,2169	AF3:0,3394	AF4:0,2628
1474153206	F3:0,787	F4:0,2294	AF3:0,3417	AF4:0,2691
1474153206	F3:0,788	F4:0,2263	AF3:0,3441	AF4:0,2732
1474153206	F3:0,792	F4:0,2444	AF3:0,3474	AF4:0,2807
1474153206	F3:0,798	F4:0,2505	AF3:0,3495	AF4:0,2862
1474153206	F3:0,801	F4:0,2507	AF3:0,3496	AF4:0,2874
1474153206	F3:0,800	F4:0,2534	AF3:0,3482	AF4:0,2834
1474153206	F3:0,791	F4:0,2385	AF3:0,3428	AF4:0,2697
1474153206	F3:0,787	F4:0,2409	AF3:0,3402	AF4:0,2645
1474153206	F3:0,786	F4:0,2442	AF3:0,3407	AF4:0,2668
